-0.01,0.0589411,0.0536797,0.0500301,0.0445461,0.0609994,0.048897,0.048144,0.0413846,0.0112095,0.00952444,0.00865749,0.00646295,0.0449455,0.0446217
-0.00998,0.0590006,0.0537414,0.0501303,0.0446269,0.0609994,0.0490056,0.0483213,0.0415301,0.0127288,0.0117942,0.0119124,0.00961728,0.0450564,0.0446217
-0.00996,0.0590602,0.053803,0.0502306,0.0447077,0.0609994,0.0491143,0.0484987,0.0416757,0.0142481,0.0141608,0.0151335,0.0127755,0.0451674,0.0447972
-0.00994,0.0591198,0.0538647,0.0503309,0.0447884,0.0610683,0.0492229,0.048676,0.0418212,0.0157675,0.0165275,0.0183547,0.0157646,0.0452783,0.0449727
-0.00992,0.0591795,0.0539264,0.0504312,0.0448692,0.0611373,0.0493316,0.0488534,0.0419667,0.0172868,0.0188941,0.0209365,0.0183923,0.0453892,0.0451482
-0.0099,0.0592392,0.0539881,0.0505315,0.04495,0.0612063,0.0494403,0.0490216,0.0421123,0.0188063,0.020631,0.0232662,0.0210203,0.0455002,0.0453237
-0.00988,0.0592989,0.0540498,0.0506276,0.0450308,0.0612754,0.0495491,0.0491805,0.0422579,0.0203257,0.0219374,0.0255959,0.0236484,0.0456111,0.0454992
-0.00986,0.0593586,0.0541115,0.0507168,0.0451116,0.0613446,0.0496578,0.0493395,0.0424035,0.0217311,0.0233588,0.0279257,0.0262766,0.0457221,0.0456748
-0.00984,0.0594184,0.0541731,0.0508059,0.0451925,0.0614138,0.0497641,0.0494984,0.0425491,0.0224821,0.0248106,0.0302555,0.0289048,0.045833,0.0458504
-0.00982,0.0594782,0.0542348,0.0508951,0.0452733,0.061483,0.0498597,0.0496574,0.0426947,0.0232333,0.0262624,0.0325853,0.0315331,0.045944,0.046026
-0.0098,0.059538,0.0542965,0.0509844,0.0453542,0.0615523,0.0499553,0.0498165,0.0428403,0.0239845,0.0277141,0.034915,0.0341613,0.046055,0.0462016
-0.00978,0.0595979,0.0543548,0.0510736,0.0454351,0.0616217,0.0500509,0.0499755,0.042986,0.0247359,0.029166,0.0372854,0.0361084,0.0461659,0.0463772
-0.00976,0.0596578,0.0544105,0.0511628,0.045516,0.0616912,0.0501466,0.0501346,0.0431316,0.0254873,0.0306179,0.0397502,0.0368673,0.0462769,0.0465529
-0.00974,0.0597177,0.0544663,0.0512521,0.0455969,0.0617607,0.0502423,0.0502936,0.0432705,0.0262389,0.0320698,0.0420474,0.0376263,0.0463879,0.0467286
-0.00972,0.0597776,0.0545221,0.0513414,0.0456778,0.0618302,0.0503381,0.0504527,0.0434026,0.0269905,0.0335218,0.0425535,0.0383854,0.0464988,0.0469043
-0.0097,0.0598376,0.054578,0.0514307,0.0457587,0.0618998,0.0504339,0.0506118,0.0435348,0.0277422,0.0349738,0.0430596,0.0391445,0.0466098,0.04708
-0.00968,0.0598976,0.0546338,0.05152,0.0458369,0.0619695,0.0505297,0.050771,0.0436669,0.028494,0.0364257,0.0435658,0.0399036,0.0467208,0.0472557
-0.00966,0.0599577,0.0546897,0.0516094,0.0459104,0.0620392,0.0506255,0.0509301,0.0437991,0.0292458,0.0378777,0.0440721,0.0406628,0.0468317,0.0474315
-0.00964,0.0600177,0.0547456,0.0516988,0.0459839,0.062109,0.0507214,0.0510893,0.0439313,0.0299977,0.0384239,0.0445785,0.0414221,0.0469427,0.0476073
