y,deg3,deg2,deg1
0.0066,0.0636416,0.0682803,0.064566
0.00661,0.0635683,0.068181,0.0644996
0.00662,0.0634952,0.0680819,0.0644332
0.00663,0.0634222,0.0679829,0.064367
0.00664,0.0633495,0.0678842,0.0643008
0.00665,0.063277,0.0677856,0.0642347
0.00666,0.0632047,0.0676871,0.0641687
0.00667,0.0631325,0.0675903,0.0641028
0.00668,0.0630605,0.0674954,0.064037
0.00669,0.0629886,0.0674007,0.0639713
0.0067,0.0629169,0.0673062,0.0639057
0.00671,0.0628454,0.0672117,0.0638401
0.00672,0.0627741,0.0671175,0.0637746
0.00673,0.0627029,0.0670233,0.0637092
0.00674,0.0626319,0.0669293,0.0636438
0.00675,0.062561,0.0668355,0.0635784
0.00676,0.0624904,0.0667418,0.0635132
0.00677,0.0624199,0.0666483,0.063448
0.00678,0.0623495,0.0665549,0.0633828
0.00679,0.0622794,0.0664616,0.0633178
0.0068,0.0622094,0.0663689,0.0632528
0.00681,0.0621398,0.0662794,0.0631885
0.00682,0.0620703,0.06619,0.0631243
0.00683,0.0620009,0.0661008,0.0630601
0.00684,0.0619317,0.0660117,0.062996
0.00685,0.0618626,0.0659227,0.0629319
0.00686,0.0617936,0.0658338,0.0628679
0.00687,0.0617249,0.0657451,0.062804
0.00688,0.0616562,0.0656565,0.0627401
0.00689,0.0615877,0.065568,0.0626763
0.0069,0.0615194,0.0654796,0.0626125
0.00691,0.0614512,0.0653914,0.0625488
0.00692,0.0613832,0.0653033,0.0624851
0.00693,0.0613153,0.0652153,0.0624215
0.00694,0.0612486,0.0651302,0.0623585
0.00695,0.0611821,0.0650459,0.0622959
0.00696,0.0611158,0.0649617,0.0622334
0.00697,0.0610496,0.0648776,0.0621709
0.00698,0.0609835,0.0647936,0.0621085
0.00699,0.0609176,0.0647098,0.0620461
0.007,0.0608517,0.064626,0.0619837
0.00701,0.060786,0.0645424,0.0619214
0.00702,0.0607205,0.0644588,0.0618591
0.00703,0.060655,0.0643754,0.0617969
0.00704,0.0605897,0.0642921,0.0617348
0.00705,0.0605246,0.0642089,0.0616727
0.00706,0.0604595,0.0641258,0.0616106
0.00707,0.0603954,0.0640444,0.061549
0.00708,0.060332,0.0639651,0.0614883
0.00709,0.0602687,0.0638859,0.0614277
0.0071,0.0602055,0.0638068,0.061367
0.00711,0.0601424,0.0637278,0.0613065
0.00712,0.0600794,0.0636488,0.0612459
0.00713,0.0600166,0.06357,0.0611854
0.00714,0.0599538,0.0634913,0.061125
0.00715,0.0598912,0.0634126,0.0610645
0.00716,0.0598287,0.0633341,0.0610042
0.00717,0.0597663,0.0632557,0.0609438
0.00718,0.059704,0.0631773,0.0608835
0.00719,0.0596418,0.0630991,0.0608233
0.0072,0.0595801,0.0630213,0.0607632
0.00721,0.0595196,0.0629469,0.0607047
0.00722,0.0594592,0.0628725,0.0606463
0.00723,0.0593989,0.0627982,0.0605879
0.00724,0.0593387,0.0627241,0.0605296
0.00725,0.0592786,0.06265,0.0604713
0.00726,0.0592186,0.0625759,0.060413
0.00727,0.0591587,0.062502,0.0603548
0.00728,0.059099,0.0624281,0.0602966
0.00729,0.0590393,0.0623544,0.0602384
0.0073,0.0589797,0.0622807,0.0601803
0.00731,0.0589202,0.0622071,0.0601222
0.00732,0.0588608,0.0621336,0.0600642
0.00733,0.0588015,0.0620601,0.0600062
0.00734,0.0587443,0.0619896,0.0599498
0.00735,0.0586874,0.06192,0.0598941
0.00736,0.0586306,0.0618505,0.0598384
0.00737,0.0585739,0.061781,0.0597828
0.00738,0.0585172,0.0617116,0.0597272
0.00739,0.0584607,0.0616423,0.0596716
0.0074,0.0584042,0.0615731,0.059616
0.00741,0.0583478,0.0615039,0.0595605
0.00742,0.0582915,0.0614348,0.0595051
0.00743,0.0582353,0.0613658,0.0594496
0.00744,0.0581792,0.0612969,0.0593942
0.00745,0.0581232,0.061228,0.0593389
0.00746,0.0580673,0.0611592,0.0592835
0.00747,0.058013,0.0610922,0.0592292
0.00748,0.0579598,0.0610273,0.0591764
0.00749,0.0579067,0.0609624,0.0591237
0.0075,0.0578536,0.0608976,0.059071
0.00751,0.0578006,0.0608329,0.0590184
0.00752,0.0577478,0.0607682,0.0589658
0.00753,0.0576949,0.0607036,0.0589132
0.00754,0.0576422,0.0606391,0.0588607
0.00755,0.0575896,0.0605746,0.0588081
0.00756,0.057537,0.0605102,0.0587556
0.00757,0.0574845,0.0604459,0.0587032
0.00758,0.0574321,0.0603816,0.0586508
0.00759,0.0573798,0.0603174,0.0585984
0.0076,0.0573281,0.0602537,0.0585461
0.00761,0.0572781,0.0601933,0.0584963
0.00762,0.0572281,0.0601329,0.0584466
0.00763,0.0571782,0.0600726,0.0583969
0.00764,0.0571284,0.0600123,0.0583473
0.00765,0.0570786,0.0599522,0.0582977
0.00766,0.057029,0.059892,0.0582481
0.00767,0.0569793,0.059832,0.0581985
0.00768,0.0569298,0.0597719,0.0581489
0.00769,0.0568803,0.059712,0.0580994
0.0077,0.056831,0.0596521,0.0580499
0.00771,0.0567816,0.0595922,0.0580005
0.00772,0.0567324,0.0595325,0.057951
0.00773,0.0566832,0.0594728,0.0579016
0.00774,0.0566358,0.0594159,0.0578541
0.00775,0.0565886,0.0593599,0.0578074
0.00776,0.0565415,0.059304,0.0577608
0.00777,0.0564944,0.0592481,0.0577142
0.00778,0.0564474,0.0591922,0.0576676
0.00779,0.0564005,0.0591364,0.057621
0.0078,0.0563536,0.0590807,0.0575744
0.00781,0.0563068,0.059025,0.0575279
0.00782,0.0562601,0.0589694,0.0574814
0.00783,0.0562134,0.0589138,0.0574349
0.00784,0.0561668,0.0588583,0.0573885
0.00785,0.0561202,0.0588028,0.0573421
0.00786,0.0560737,0.0587474,0.0572957
0.00787,0.0560287,0.0586935,0.0572502
0.00788,0.0559845,0.0586416,0.0572065
0.00789,0.0559405,0.0585898,0.0571627
0.0079,0.0558964,0.058538,0.057119
0.00791,0.0558525,0.0584862,0.0570753
0.00792,0.0558086,0.0584345,0.0570316
0.00793,0.0557647,0.0583828,0.056988
0.00794,0.0557209,0.0583312,0.0569443
0.00795,0.0556772,0.0582796,0.0569007
0.00796,0.0556335,0.0582281,0.0568571
0.00797,0.0555899,0.0581767,0.0568136
0.00798,0.0555464,0.0581252,0.05677
0.00799,0.0555029,0.0580738,0.0567265
0.008,0.0554602,0.0580229,0.0566831
0.00801,0.0554194,0.0579751,0.0566422
0.00802,0.0553786,0.0579273,0.0566013
0.00803,0.0553379,0.0578796,0.0565604
0.00804,0.0552972,0.0578319,0.0565196
0.00805,0.0552566,0.0577842,0.0564788
0.00806,0.0552161,0.0577366,0.0564379
0.00807,0.0551756,0.057689,0.0563972
0.00808,0.0551351,0.0576415,0.0563564
0.00809,0.0550948,0.057594,0.0563156
0.0081,0.0550544,0.0575466,0.0562749
0.00811,0.0550141,0.0574992,0.0562342
0.00812,0.0549739,0.0574518,0.0561935
0.00813,0.0549338,0.0574045,0.0561529
0.00814,0.0548962,0.0573601,0.0561142
0.00815,0.0548588,0.0573165,0.0560765
0.00816,0.0548214,0.0572729,0.0560388
0.00817,0.0547841,0.0572294,0.0560011
0.00818,0.0547469,0.0571859,0.0559634
0.00819,0.0547097,0.0571425,0.0559257
0.0082,0.0546725,0.0570991,0.0558881
0.00821,0.0546354,0.0570557,0.0558505
0.00822,0.0545983,0.0570124,0.0558129
0.00823,0.0545613,0.0569691,0.0557753
0.00824,0.0545244,0.0569259,0.0557377
0.00825,0.0544875,0.0568827,0.0557002
0.00826,0.0544506,0.0568395,0.0556626
0.00827,0.0544155,0.056798,0.0556262
0.00828,0.0543814,0.0567585,0.0555918
0.00829,0.0543474,0.0567191,0.0555574
0.0083,0.0543134,0.0566797,0.055523
0.00831,0.0542795,0.0566404,0.0554886
0.00832,0.0542456,0.056601,0.0554543
0.00833,0.0542117,0.0565617,0.0554199
0.00834,0.0541779,0.0565225,0.0553856
0.00835,0.0541442,0.0564833,0.0553513
0.00836,0.0541105,0.0564441,0.055317
0.00837,0.0540768,0.0564049,0.0552827
0.00838,0.0540432,0.0563658,0.0552484
0.00839,0.0540096,0.0563267,0.0552142
0.0084,0.0539769,0.0562881,0.0551801
0.00841,0.0539461,0.0562525,0.0551489
0.00842,0.0539154,0.056217,0.0551178
0.00843,0.0538847,0.0561815,0.0550866
0.00844,0.0538541,0.056146,0.0550555
0.00845,0.0538235,0.0561105,0.0550244
0.00846,0.053793,0.0560751,0.0549934
0.00847,0.0537625,0.0560397,0.0549623
0.00848,0.053732,0.0560044,0.0549312
0.00849,0.0537016,0.055969,0.0549002
0.0085,0.0536712,0.0559337,0.0548692
0.00851,0.0536409,0.0558985,0.0548382
0.00852,0.0536106,0.0558632,0.0548072
0.00853,0.0535803,0.055828,0.0547762
0.00854,0.0535526,0.0557949,0.0547473
0.00855,0.0535251,0.0557622,0.0547194
0.00856,0.0534976,0.0557297,0.0546915
0.00857,0.0534702,0.0556971,0.0546635
0.00858,0.0534428,0.0556646,0.0546356
0.00859,0.0534154,0.055632,0.0546077
0.0086,0.0533881,0.0555996,0.0545799
0.00861,0.0533608,0.0555671,0.054552
0.00862,0.0533335,0.0555347,0.0545241
0.00863,0.0533063,0.0555023,0.0544963
0.00864,0.0532791,0.0554699,0.0544685
0.00865,0.053252,0.0554376,0.0544407
0.00866,0.0532249,0.0554053,0.0544129
0.00867,0.0531993,0.0553739,0.0543861
0.00868,0.0531746,0.0553437,0.0543611
0.00869,0.05315,0.0553135,0.0543362
0.0087,0.0531254,0.0552832,0.0543112
0.00871,0.0531009,0.0552531,0.0542863
0.00872,0.0530763,0.0552229,0.0542613
0.00873,0.0530519,0.0551928,0.0542364
0.00874,0.0530274,0.0551627,0.0542115
0.00875,0.053003,0.0551326,0.0541866
0.00876,0.0529786,0.0551026,0.0541618
0.00877,0.0529543,0.0550726,0.0541369
0.00878,0.05293,0.0550426,0.0541121
0.00879,0.0529057,0.0550126,0.0540872
0.0088,0.0528821,0.0549831,0.0540625
0.00881,0.0528599,0.0549566,0.0540397
0.00882,0.0528377,0.05493,0.0540169
0.00883,0.0528156,0.0549035,0.0539942
0.00884,0.0527935,0.054877,0.0539714
0.00885,0.0527714,0.0548505,0.0539487
0.00886,0.0527494,0.0548241,0.053926
0.00887,0.0527274,0.0547977,0.0539033
0.00888,0.0527054,0.0547713,0.0538806
0.00889,0.0526835,0.0547449,0.0538579
0.0089,0.0526615,0.0547185,0.0538353
0.00891,0.0526397,0.0546922,0.0538126
0.00892,0.0526178,0.0546659,0.05379
0.00893,0.052596,0.0546396,0.0537673
0.00894,0.0525758,0.0546167,0.0537456
0.00895,0.0525557,0.0545945,0.0537244
0.00896,0.0525355,0.0545724,0.0537031
0.00897,0.0525154,0.0545503,0.0536818
0.00898,0.0524954,0.0545283,0.0536606
0.00899,0.0524753,0.0545062,0.0536393
0.009,0.0524553,0.0544842,0.0536181
0.00901,0.0524354,0.0544622,0.0535969
0.00902,0.0524154,0.0544402,0.0535757
0.00903,0.0523955,0.0544183,0.0535545
0.00904,0.0523756,0.0543964,0.0535334
0.00905,0.0523558,0.0543745,0.0535122
0.00906,0.052336,0.0543526,0.053491
0.00907,0.052316,0.0543308,0.0534699
0.00908,0.0522959,0.0543092,0.0534486
0.00909,0.0522759,0.0542876,0.0534273
0.0091,0.0522558,0.054266,0.0534061
0.00911,0.0522359,0.0542444,0.0533849
0.00912,0.0522159,0.0542228,0.0533637
0.00913,0.052196,0.0542013,0.0533425
0.00914,0.052176,0.0541798,0.0533213
0.00915,0.0521562,0.0541583,0.0533001
0.00916,0.0521363,0.0541368,0.0532789
0.00917,0.0521165,0.0541154,0.0532577
0.00918,0.0520967,0.0540939,0.0532366
0.00919,0.0520769,0.0540725,0.0532155
0.0092,0.0520549,0.05405,0.0531941
0.00921,0.0520279,0.0540202,0.0531657
0.00922,0.052001,0.0539904,0.0531373
0.00923,0.0519741,0.0539607,0.0531089
0.00924,0.0519472,0.053931,0.0530805
0.00925,0.0519203,0.0539013,0.0530521
0.00926,0.0518935,0.0538717,0.0530237
0.00927,0.0518666,0.053842,0.0529954
0.00928,0.0518398,0.0538124,0.052967
0.00929,0.0518131,0.0537828,0.0529387
0.0093,0.0517863,0.0537532,0.0529104
0.00931,0.0517596,0.0537236,0.0528821
0.00932,0.0517329,0.0536941,0.0528538
0.00933,0.0517063,0.0536646,0.0528255
0.00934,0.0516502,0.0536104,0.052775
0.00935,0.0515937,0.0535503,0.0527152
0.00936,0.0515373,0.0534903,0.0526555
0.00937,0.0514809,0.0534303,0.0525957
0.00938,0.0514245,0.0533704,0.0525359
0.00939,0.0513681,0.0533104,0.0524762
0.0094,0.0513118,0.0532505,0.0524164
0.00941,0.0512555,0.0531906,0.0523567
0.00942,0.0511992,0.0531307,0.0522969
0.00943,0.0511429,0.0530708,0.0522372
0.00944,0.0510867,0.0530109,0.0521775
0.00945,0.0510304,0.0529511,0.0521178
0.00946,0.0509742,0.0528912,0.0520581
0.00947,0.0508546,0.0527842,0.0519606
0.00948,0.0507019,0.0526256,0.0517986
0.00949,0.0505492,0.0524669,0.0516367
0.0095,0.0503965,0.0523083,0.0514747
0.00951,0.0502439,0.0521497,0.0513127
0.00952,0.0500913,0.0519911,0.0511508
0.00953,0.0499386,0.0518325,0.0509888
0.00954,0.0497861,0.051674,0.0508269
0.00955,0.0496335,0.0515154,0.050665
0.00956,0.049481,0.0513569,0.0505031
0.00957,0.0493284,0.0511984,0.0503412
0.00958,0.0491759,0.0510398,0.0501792
0.00959,0.0490234,0.0508814,0.0500173
0.0096,0.0487826,0.0506824,0.0498451
0.00961,0.0483618,0.0502475,0.0494009
0.00962,0.047941,0.0498126,0.0489568
0.00963,0.0475202,0.0493777,0.0485126
0.00964,0.0470994,0.0489428,0.0480684
0.00965,0.0466786,0.0485078,0.0476242
0.00966,0.0462578,0.048073,0.0471801
0.00967,0.0458371,0.0476381,0.0467359
0.00968,0.0454163,0.0472032,0.0462918
0.00969,0.0449956,0.0467683,0.0458476
0.0097,0.0445748,0.0463334,0.0454035
0.00971,0.0441541,0.0458986,0.0449593
0.00972,0.0437334,0.0454637,0.0445152
0.00973,0.0433126,0.0450289,0.0440711
0.00974,0.0422557,0.0440606,0.0431691
0.00975,0.0411987,0.042971,0.0420743
0.00976,0.0401419,0.0418816,0.0409796
0.00977,0.0390849,0.040792,0.0398848
0.00978,0.038028,0.0397026,0.0387901
0.00979,0.0369712,0.0386131,0.0376955
0.0098,0.0359142,0.0375236,0.0366007
0.00981,0.0348574,0.0364341,0.035506
0.00982,0.0338004,0.0353446,0.0344112
0.00983,0.0327436,0.0342551,0.0333165
0.00984,0.0316866,0.0331656,0.0322217
0.00985,0.0306298,0.0320762,0.031127
0.00986,0.029573,0.0309867,0.0300324
0.00987,0.0287229,0.030051,0.029058
0.00988,0.0279741,0.0292797,0.0282878
0.00989,0.0272252,0.0285082,0.0275176
0.0099,0.0264763,0.0277369,0.0267475
0.00991,0.0257275,0.0269655,0.0259773
0.00992,0.0249786,0.0261941,0.0252071
0.00993,0.0242298,0.0254228,0.0244369
0.00994,0.0234809,0.0246513,0.0236667
0.00995,0.0227321,0.02388,0.0228966
0.00996,0.0219832,0.0231085,0.0221264
0.00997,0.0212344,0.0223372,0.0213562
0.00998,0.0204856,0.0215658,0.0205861
0.00999,0.0197367,0.0207944,0.0198159
0.01,nan,nan,nan
